Date,Price
"Jul 03, 2018",45.98
"Jul 02, 2018",46.80
"Jun 29, 2018",46.28
"Jun 28, 2018",46.38
"Jun 27, 2018",46.04
"Jun 26, 2018",46.11
"Jun 25, 2018",45.54
"Jun 22, 2018",46.23
"Jun 21, 2018",46.37
"Jun 20, 2018",46.62
"Jun 19, 2018",46.42
"Jun 18, 2018",47.19
"Jun 15, 2018",47.21
"Jun 14, 2018",47.70
"Jun 13, 2018",47.67
"Jun 12, 2018",48.07
"Jun 11, 2018",47.81
"Jun 08, 2018",47.92
"Jun 07, 2018",48.37
"Jun 06, 2018",48.49
"Jun 05, 2018",48.33
"Jun 04, 2018",47.96
"Jun 01, 2018",47.56
"May 31, 2018",46.72
"May 30, 2018",46.88
"May 29, 2018",46.98
"May 25, 2018",47.15
"May 24, 2018",47.04
"May 23, 2018",47.09
"May 22, 2018",46.79
"May 21, 2018",46.91
"May 18, 2018",46.58
"May 17, 2018",46.75
"May 16, 2018",47.05
"May 15, 2018",46.61
"May 14, 2018",47.04
"May 11, 2018",47.15
"May 10, 2018",47.51
"May 09, 2018",46.84
"May 08, 2018",46.51
"May 07, 2018",46.29
"May 04, 2018",45.96
"May 03, 2018",44.22
"May 02, 2018",44.14
"May 01, 2018",42.27
"Apr 30, 2018",41.31
"Apr 27, 2018",40.58
"Apr 26, 2018",41.05
"Apr 25, 2018",40.91
"Apr 24, 2018",40.73
"Apr 23, 2018",41.31
"Apr 20, 2018",41.43
"Apr 19, 2018",43.20
"Apr 18, 2018",44.46
"Apr 17, 2018",44.56
"Apr 16, 2018",43.95
"Apr 13, 2018",43.68
"Apr 12, 2018",43.53
"Apr 11, 2018",43.11
"Apr 10, 2018",43.31
"Apr 09, 2018",42.51
"Apr 06, 2018",42.09
"Apr 05, 2018",43.20
"Apr 04, 2018",42.90
"Apr 03, 2018",42.10
"Apr 02, 2018",41.67
"Mar 29, 2018",41.95
"Mar 28, 2018",41.62
"Mar 27, 2018",42.09
"Mar 26, 2018",43.19
"Mar 23, 2018",41.23
"Mar 22, 2018",42.21
"Mar 21, 2018",42.82
"Mar 20, 2018",43.81
"Mar 19, 2018",43.83
"Mar 16, 2018",44.51
"Mar 15, 2018",44.66
"Mar 14, 2018",44.61
"Mar 13, 2018",44.99
"Mar 12, 2018",45.43
"Mar 09, 2018",44.99
"Mar 08, 2018",44.23
"Mar 07, 2018",43.76
"Mar 06, 2018",44.17
"Mar 05, 2018",44.20
"Mar 02, 2018",44.05
"Mar 01, 2018",43.75
"Feb 28, 2018",44.53
"Feb 27, 2018",44.60
"Feb 26, 2018",44.74
"Feb 23, 2018",43.88
"Feb 22, 2018",43.12
"Feb 21, 2018",42.77
"Feb 20, 2018",42.96
"Feb 16, 2018",43.11
"Feb 15, 2018",43.25
"Feb 14, 2018",41.84
"Feb 13, 2018",41.09
"Feb 12, 2018",40.68
"Feb 09, 2018",39.10
"Feb 08, 2018",38.79
"Feb 07, 2018",39.88
"Feb 06, 2018",40.76
"Feb 05, 2018",39.12
"Feb 02, 2018",40.12
"Feb 01, 2018",41.95
"Jan 31, 2018",41.86
"Jan 30, 2018",41.74
"Jan 29, 2018",41.99
"Jan 26, 2018",42.88
"Jan 25, 2018",42.78
"Jan 24, 2018",43.55
"Jan 23, 2018",44.26
"Jan 22, 2018",44.25
"Jan 19, 2018",44.62
"Jan 18, 2018",44.81
"Jan 17, 2018",44.77
"Jan 16, 2018",44.05
"Jan 12, 2018",44.27
"Jan 11, 2018",43.82
"Jan 10, 2018",43.57
"Jan 09, 2018",43.58
"Jan 08, 2018",43.59
"Jan 05, 2018",43.75
"Jan 04, 2018",43.26
"Jan 03, 2018",43.06
"Jan 02, 2018",43.06
"Dec 29, 2017",42.31
"Dec 28, 2017",42.77
"Dec 27, 2017",42.65
"Dec 26, 2017",42.64
"Dec 22, 2017",43.75
"Dec 21, 2017",43.75
"Dec 20, 2017",43.59
"Dec 19, 2017",43.63
"Dec 18, 2017",44.10
"Dec 15, 2017",43.49
"Dec 14, 2017",43.05
"Dec 13, 2017",43.07
"Dec 12, 2017",42.92
"Dec 11, 2017",43.17
"Dec 08, 2017",42.34
"Dec 07, 2017",42.33
"Dec 06, 2017",42.25
"Dec 05, 2017",42.41
"Dec 04, 2017",42.45
"Dec 01, 2017",42.76
"Nov 30, 2017",42.96
"Nov 29, 2017",42.37
"Nov 28, 2017",43.27
"Nov 27, 2017",43.52
"Nov 24, 2017",43.74
"Nov 22, 2017",43.74
"Nov 21, 2017",43.28
"Nov 20, 2017",42.49
"Nov 17, 2017",42.54
"Nov 16, 2017",42.77
"Nov 15, 2017",42.27
"Nov 14, 2017",42.84
"Nov 13, 2017",43.49
"Nov 10, 2017",43.67
"Nov 09, 2017",43.97
"Nov 08, 2017",44.06
"Nov 07, 2017",43.70
"Nov 06, 2017",43.56
"Nov 03, 2017",43.12
"Nov 02, 2017",42.03
"Nov 01, 2017",41.72
"Oct 31, 2017",42.26
"Oct 30, 2017",41.68
"Oct 27, 2017",40.76
"Oct 26, 2017",39.35
"Oct 25, 2017",39.10
"Oct 24, 2017",39.27
"Oct 23, 2017",39.04
"Oct 20, 2017",39.06
"Oct 19, 2017",38.99
"Oct 18, 2017",39.94
"Oct 17, 2017",40.12
"Oct 16, 2017",39.97
"Oct 13, 2017",39.25
"Oct 12, 2017",39.00
"Oct 11, 2017",39.14
"Oct 10, 2017",38.98
"Oct 09, 2017",38.96
"Oct 06, 2017",38.83
"Oct 05, 2017",38.85
"Oct 04, 2017",38.37
"Oct 03, 2017",38.62
"Oct 02, 2017",38.45
"Sep 29, 2017",38.53
"Sep 28, 2017",38.32
"Sep 27, 2017",38.56
"Sep 26, 2017",38.28
"Sep 25, 2017",37.64
"Sep 22, 2017",37.97
"Sep 21, 2017",38.35
"Sep 20, 2017",39.02
"Sep 19, 2017",39.68
"Sep 18, 2017",39.67
"Sep 15, 2017",39.97
"Sep 14, 2017",39.57
"Sep 13, 2017",39.91
"Sep 12, 2017",40.22
"Sep 11, 2017",40.38
"Sep 08, 2017",39.66
"Sep 07, 2017",40.31
"Sep 06, 2017",40.48
"Sep 05, 2017",40.52
"Sep 01, 2017",41.01
"Aug 31, 2017",41.00
"Aug 30, 2017",40.84
"Aug 29, 2017",40.73
"Aug 28, 2017",40.37
"Aug 25, 2017",39.97
"Aug 24, 2017",39.82
"Aug 23, 2017",39.99
"Aug 22, 2017",39.95
"Aug 21, 2017",39.30
"Aug 18, 2017",39.38
"Aug 17, 2017",39.47
"Aug 16, 2017",40.24
"Aug 15, 2017",40.40
"Aug 14, 2017",39.96
"Aug 11, 2017",39.37
"Aug 10, 2017",38.83
"Aug 09, 2017",40.27
"Aug 08, 2017",40.02
"Aug 07, 2017",39.70
"Aug 04, 2017",39.10
"Aug 03, 2017",38.89
"Aug 02, 2017",39.28
"Aug 01, 2017",37.51
"Jul 31, 2017",37.18
"Jul 28, 2017",37.38
"Jul 27, 2017",37.64
"Jul 26, 2017",38.37
"Jul 25, 2017",38.19
"Jul 24, 2017",38.02
"Jul 21, 2017",37.57
"Jul 20, 2017",37.59
"Jul 19, 2017",37.76
"Jul 18, 2017",37.52
"Jul 17, 2017",37.39
"Jul 14, 2017",37.26
"Jul 13, 2017",36.94
"Jul 12, 2017",36.44
"Jul 11, 2017",36.38
"Jul 10, 2017",36.27
"Jul 07, 2017",36.05
"Jul 06, 2017",35.68
"Jul 05, 2017",36.02
"Jul 03, 2017",35.88
"Jun 30, 2017",36.01
"Jun 29, 2017",35.92
"Jun 28, 2017",36.46
"Jun 27, 2017",35.93
"Jun 26, 2017",36.45
"Jun 23, 2017",36.57
"Jun 22, 2017",36.41
"Jun 21, 2017",36.47
"Jun 20, 2017",36.25
"Jun 19, 2017",36.59
"Jun 16, 2017",35.57
"Jun 15, 2017",36.07
"Jun 14, 2017",36.29
"Jun 13, 2017",36.65
"Jun 12, 2017",36.35
"Jun 09, 2017",37.24
"Jun 08, 2017",38.75
"Jun 07, 2017",38.84
"Jun 06, 2017",38.61
"Jun 05, 2017",38.48
"Jun 02, 2017",38.86
"Jun 01, 2017",38.30
"May 31, 2017",38.19
"May 30, 2017",38.42
"May 26, 2017",38.40
"May 25, 2017",38.47
"May 24, 2017",38.34
"May 23, 2017",38.45
"May 22, 2017",38.50
"May 19, 2017",38.27
"May 18, 2017",38.13
"May 17, 2017",37.56
"May 16, 2017",38.87
"May 15, 2017",38.92
"May 12, 2017",39.02
"May 11, 2017",38.49
"May 10, 2017",38.31
"May 09, 2017",38.50
"May 08, 2017",38.25
"May 05, 2017",37.24
"May 04, 2017",36.63
"May 03, 2017",36.77
"May 02, 2017",36.88
"May 01, 2017",36.65
"Apr 28, 2017",35.91
"Apr 27, 2017",35.95
"Apr 26, 2017",35.92
"Apr 25, 2017",36.13
"Apr 24, 2017",35.91
"Apr 21, 2017",35.57
"Apr 20, 2017",35.61
"Apr 19, 2017",35.17
"Apr 18, 2017",35.30
"Apr 17, 2017",35.46
"Apr 13, 2017",35.26
"Apr 12, 2017",35.45
"Apr 11, 2017",35.41
"Apr 10, 2017",35.79
"Apr 07, 2017",35.84
"Apr 06, 2017",35.91
"Apr 05, 2017",36.01
"Apr 04, 2017",36.19
"Apr 03, 2017",35.92
"Mar 31, 2017",35.91
"Mar 30, 2017",35.98
"Mar 29, 2017",36.03
"Mar 28, 2017",35.95
"Mar 27, 2017",35.22
"Mar 24, 2017",35.16
"Mar 23, 2017",35.23
"Mar 22, 2017",35.35
"Mar 21, 2017",34.96
"Mar 20, 2017",35.37
"Mar 17, 2017",35.00
"Mar 16, 2017",35.17
"Mar 15, 2017",35.12
"Mar 14, 2017",34.75
"Mar 13, 2017",34.80
"Mar 10, 2017",34.78
"Mar 09, 2017",34.67
"Mar 08, 2017",34.75
"Mar 07, 2017",34.88
"Mar 06, 2017",34.84
"Mar 03, 2017",34.95
"Mar 02, 2017",34.74
"Mar 01, 2017",34.95
"Feb 28, 2017",34.25
"Feb 27, 2017",34.23
"Feb 24, 2017",34.16
"Feb 23, 2017",34.13
"Feb 22, 2017",34.28
"Feb 21, 2017",34.17
"Feb 17, 2017",33.93
"Feb 16, 2017",33.84
"Feb 15, 2017",33.88
"Feb 14, 2017",33.76
"Feb 13, 2017",33.32
"Feb 10, 2017",33.03
"Feb 09, 2017",33.10
"Feb 08, 2017",33.01
"Feb 07, 2017",32.88
"Feb 06, 2017",32.57
"Feb 03, 2017",32.27
"Feb 02, 2017",32.13
"Feb 01, 2017",32.19
"Jan 31, 2017",30.34
"Jan 30, 2017",30.41
"Jan 27, 2017",30.49
"Jan 26, 2017",30.48
"Jan 25, 2017",30.47
"Jan 24, 2017",29.99
"Jan 23, 2017",30.02
"Jan 20, 2017",30.00
"Jan 19, 2017",29.95
"Jan 18, 2017",30.00
"Jan 17, 2017",30.00
"Jan 13, 2017",29.76
"Jan 12, 2017",29.81
"Jan 11, 2017",29.94
"Jan 10, 2017",29.78
"Jan 09, 2017",29.75
"Jan 06, 2017",29.48
"Jan 05, 2017",29.15
"Jan 04, 2017",29.00
"Jan 03, 2017",29.04
"Dec 30, 2016",28.95
"Dec 29, 2016",29.18
"Dec 28, 2016",29.19
"Dec 27, 2016",29.32
"Dec 23, 2016",29.13
"Dec 22, 2016",29.07
"Dec 21, 2016",29.27
"Dec 20, 2016",29.24
"Dec 19, 2016",29.16
"Dec 16, 2016",28.99
"Dec 15, 2016",28.95
"Dec 14, 2016",28.80
"Dec 13, 2016",28.80
"Dec 12, 2016",28.32
"Dec 09, 2016",28.49
"Dec 08, 2016",28.03
"Dec 07, 2016",27.76
"Dec 06, 2016",27.49
"Dec 05, 2016",27.28
"Dec 02, 2016",27.48
"Dec 01, 2016",27.37
"Nov 30, 2016",27.63
"Nov 29, 2016",27.86
"Nov 28, 2016",27.89
"Nov 25, 2016",27.95
"Nov 23, 2016",27.81
"Nov 22, 2016",27.95
"Nov 21, 2016",27.93
"Nov 18, 2016",27.52
"Nov 17, 2016",27.49
"Nov 16, 2016",27.50
"Nov 15, 2016",26.78
"Nov 14, 2016",26.43
"Nov 11, 2016",27.11
"Nov 10, 2016",26.95
"Nov 09, 2016",27.72
"Nov 08, 2016",27.77
"Nov 07, 2016",27.60
"Nov 04, 2016",27.21
"Nov 03, 2016",27.46
"Nov 02, 2016",27.90
"Nov 01, 2016",27.87
"Oct 31, 2016",28.39
"Oct 28, 2016",28.43
"Oct 27, 2016",28.62
"Oct 26, 2016",28.90
"Oct 25, 2016",29.56
"Oct 24, 2016",29.41
"Oct 21, 2016",29.15
"Oct 20, 2016",29.27
"Oct 19, 2016",29.28
"Oct 18, 2016",29.37
"Oct 17, 2016",29.39
"Oct 14, 2016",29.41
"Oct 13, 2016",29.25
"Oct 12, 2016",29.34
"Oct 11, 2016",29.07
"Oct 10, 2016",29.01
"Oct 07, 2016",28.52
"Oct 06, 2016",28.47
"Oct 05, 2016",28.26
"Oct 04, 2016",28.25
"Oct 03, 2016",28.13
"Sep 30, 2016",28.26
"Sep 29, 2016",28.05
"Sep 28, 2016",28.49
"Sep 27, 2016",28.27
"Sep 26, 2016",28.22
"Sep 23, 2016",28.18
"Sep 22, 2016",28.66
"Sep 21, 2016",28.39
"Sep 20, 2016",28.39
"Sep 19, 2016",28.39
"Sep 16, 2016",28.73
"Sep 15, 2016",28.89
"Sep 14, 2016",27.94
"Sep 13, 2016",26.99
"Sep 12, 2016",26.36
"Sep 09, 2016",25.78
"Sep 08, 2016",26.38
"Sep 07, 2016",27.09
"Sep 06, 2016",26.93
"Sep 02, 2016",26.93
"Sep 01, 2016",26.68
"Aug 31, 2016",26.52
"Aug 30, 2016",26.50
"Aug 29, 2016",26.70
"Aug 26, 2016",26.73
"Aug 25, 2016",26.89
"Aug 24, 2016",27.01
"Aug 23, 2016",27.21
"Aug 22, 2016",27.13
"Aug 19, 2016",27.34
"Aug 18, 2016",27.27
"Aug 17, 2016",27.30
"Aug 16, 2016",27.34
"Aug 15, 2016",27.37
"Aug 12, 2016",27.05
"Aug 11, 2016",26.98
"Aug 10, 2016",27.00
"Aug 09, 2016",27.20
"Aug 08, 2016",27.09
"Aug 05, 2016",26.87
"Aug 04, 2016",26.47
"Aug 03, 2016",26.45
"Aug 02, 2016",26.12
"Aug 01, 2016",26.51
"Jul 29, 2016",26.05
"Jul 28, 2016",26.09
"Jul 27, 2016",25.74
"Jul 26, 2016",24.17
"Jul 25, 2016",24.34
"Jul 22, 2016",24.66
"Jul 21, 2016",24.86
"Jul 20, 2016",24.99
"Jul 19, 2016",24.97
"Jul 18, 2016",24.96
"Jul 15, 2016",24.70
"Jul 14, 2016",24.70
"Jul 13, 2016",24.22
"Jul 12, 2016",24.36
"Jul 11, 2016",24.25
"Jul 08, 2016",24.17
"Jul 07, 2016",23.98
"Jul 06, 2016",23.88
"Jul 05, 2016",23.75
"Jul 01, 2016",23.97
"Jun 30, 2016",23.90
"Jun 29, 2016",23.60
"Jun 28, 2016",23.40
"Jun 27, 2016",23.01
"Jun 24, 2016",23.35
"Jun 23, 2016",24.02
"Jun 22, 2016",23.89
"Jun 21, 2016",23.98
"Jun 20, 2016",23.77
"Jun 17, 2016",23.83
"Jun 16, 2016",24.39
"Jun 15, 2016",24.29
"Jun 14, 2016",24.36
"Jun 13, 2016",24.34
"Jun 10, 2016",24.71
"Jun 09, 2016",24.91
"Jun 08, 2016",24.73
"Jun 07, 2016",24.76
"Jun 06, 2016",24.66
"Jun 03, 2016",24.48
"Jun 02, 2016",24.43
"Jun 01, 2016",24.61
"May 31, 2016",24.96
"May 27, 2016",25.09
"May 26, 2016",25.10
"May 25, 2016",24.91
"May 24, 2016",24.48
"May 23, 2016",24.11
"May 20, 2016",23.80
"May 19, 2016",23.55
"May 18, 2016",23.64
"May 17, 2016",23.37
"May 16, 2016",23.47
"May 13, 2016",22.63
"May 12, 2016",22.59
"May 11, 2016",23.13
"May 10, 2016",23.36
"May 09, 2016",23.20
"May 06, 2016",23.18
"May 05, 2016",23.31
"May 04, 2016",23.55
"May 03, 2016",23.80
"May 02, 2016",23.41
"Apr 29, 2016",23.43
"Apr 28, 2016",23.71
"Apr 27, 2016",24.45
"Apr 26, 2016",26.09
"Apr 25, 2016",26.27
"Apr 22, 2016",26.42
"Apr 21, 2016",26.49
"Apr 20, 2016",26.78
"Apr 19, 2016",26.73
"Apr 18, 2016",26.87
"Apr 15, 2016",27.46
"Apr 14, 2016",28.02
"Apr 13, 2016",28.01
"Apr 12, 2016",27.61
"Apr 11, 2016",27.25
"Apr 08, 2016",27.16
"Apr 07, 2016",27.14
"Apr 06, 2016",27.74
"Apr 05, 2016",27.45
"Apr 04, 2016",27.78
"Apr 01, 2016",27.50
"Mar 31, 2016",27.25
"Mar 30, 2016",27.39
"Mar 29, 2016",26.92
"Mar 28, 2016",26.30
"Mar 24, 2016",26.42
"Mar 23, 2016",26.53
"Mar 22, 2016",26.68
"Mar 21, 2016",26.48
"Mar 18, 2016",26.48
"Mar 17, 2016",26.45
"Mar 16, 2016",26.49
"Mar 15, 2016",26.14
"Mar 14, 2016",25.63
"Mar 11, 2016",25.57
"Mar 10, 2016",25.29
"Mar 09, 2016",25.28
"Mar 08, 2016",25.26
"Mar 07, 2016",25.47
"Mar 04, 2016",25.75
"Mar 03, 2016",25.38
"Mar 02, 2016",25.19
"Mar 01, 2016",25.13
"Feb 29, 2016",24.17
"Feb 27, 2016",96.95
"Feb 26, 2016",24.23
"Feb 25, 2016",24.19
"Feb 24, 2016",24.02
"Feb 23, 2016",23.67
"Feb 22, 2016",24.22
"Feb 19, 2016",24.01
"Feb 18, 2016",24.07
"Feb 17, 2016",24.53
"Feb 16, 2016",24.16
"Feb 12, 2016",23.50
"Feb 11, 2016",23.43
"Feb 10, 2016",23.57
"Feb 09, 2016",23.75
"Feb 08, 2016",23.75
"Feb 05, 2016",23.50
"Feb 04, 2016",24.15
"Feb 03, 2016",24.09
"Feb 02, 2016",23.62
"Feb 01, 2016",24.11
"Jan 29, 2016",24.34
"Jan 28, 2016",23.52
"Jan 27, 2016",23.36
"Jan 26, 2016",25.00
"Jan 25, 2016",24.86
"Jan 22, 2016",25.36
"Jan 21, 2016",24.07
"Jan 20, 2016",24.20
"Jan 19, 2016",24.16
"Jan 15, 2016",24.28
"Jan 14, 2016",24.88
"Jan 13, 2016",24.35
"Jan 12, 2016",24.99
"Jan 11, 2016",24.63
"Jan 08, 2016",24.24
"Jan 07, 2016",24.11
"Jan 06, 2016",25.18
"Jan 05, 2016",25.68
"Jan 04, 2016",26.34
"Dec 31, 2015",26.32
"Dec 30, 2015",26.83
"Dec 29, 2015",27.18
"Dec 28, 2015",26.70
"Dec 24, 2015",27.01
"Dec 23, 2015",27.15
"Dec 22, 2015",26.81
"Dec 21, 2015",26.83
"Dec 18, 2015",26.51
"Dec 17, 2015",27.25
"Dec 16, 2015",27.84
"Dec 15, 2015",27.62
"Dec 14, 2015",28.12
"Dec 11, 2015",28.30
"Dec 10, 2015",29.04
"Dec 09, 2015",28.91
"Dec 08, 2015",29.56
"Dec 07, 2015",29.57
"Dec 04, 2015",29.76
"Dec 03, 2015",28.80
"Dec 02, 2015",29.07
"Dec 01, 2015",29.34
"Nov 30, 2015",29.57
"Nov 27, 2015",29.45
"Nov 25, 2015",29.51
"Nov 24, 2015",29.72
"Nov 23, 2015",29.44
"Nov 20, 2015",29.82
"Nov 19, 2015",29.70
"Nov 18, 2015",29.32
"Nov 17, 2015",28.42
"Nov 16, 2015",28.54
"Nov 13, 2015",28.09
"Nov 12, 2015",28.93
"Nov 11, 2015",29.03
"Nov 10, 2015",29.19
"Nov 09, 2015",30.14
"Nov 06, 2015",30.27
"Nov 05, 2015",30.23
"Nov 04, 2015",30.50
"Nov 03, 2015",30.64
"Nov 02, 2015",30.30
"Oct 30, 2015",29.88
"Oct 29, 2015",30.13
"Oct 28, 2015",29.82
"Oct 27, 2015",28.64
"Oct 26, 2015",28.82
"Oct 23, 2015",29.77
"Oct 22, 2015",28.88
"Oct 21, 2015",28.44
"Oct 20, 2015",28.44
"Oct 19, 2015",27.93
"Oct 16, 2015",27.76
"Oct 15, 2015",27.96
"Oct 14, 2015",27.55
"Oct 13, 2015",27.95
"Oct 12, 2015",27.90
"Oct 09, 2015",28.03
"Oct 08, 2015",27.38
"Oct 07, 2015",27.70
"Oct 06, 2015",27.83
"Oct 05, 2015",27.70
"Oct 02, 2015",27.59
"Oct 01, 2015",27.39
"Sep 30, 2015",27.57
"Sep 29, 2015",27.27
"Sep 28, 2015",28.11
"Sep 25, 2015",28.68
"Sep 24, 2015",28.75
"Sep 23, 2015",28.58
"Sep 22, 2015",28.35
"Sep 21, 2015",28.80
"Sep 18, 2015",28.36
"Sep 17, 2015",28.48
"Sep 16, 2015",29.10
"Sep 15, 2015",29.07
"Sep 14, 2015",28.83
"Sep 11, 2015",28.55
"Sep 10, 2015",28.14
"Sep 09, 2015",27.54
"Sep 08, 2015",28.08
"Sep 04, 2015",27.32
"Sep 03, 2015",27.59
"Sep 02, 2015",28.09
"Sep 01, 2015",26.93
"Aug 31, 2015",28.19
"Aug 28, 2015",28.32
"Aug 27, 2015",28.23
"Aug 26, 2015",27.42
"Aug 25, 2015",25.93
"Aug 24, 2015",25.78
"Aug 21, 2015",26.44
"Aug 20, 2015",28.16
"Aug 19, 2015",28.75
"Aug 18, 2015",29.12
"Aug 17, 2015",29.29
"Aug 14, 2015",28.99
"Aug 13, 2015",28.79
"Aug 12, 2015",28.81
"Aug 11, 2015",28.37
"Aug 10, 2015",29.93
"Aug 07, 2015",28.88
"Aug 06, 2015",28.78
"Aug 05, 2015",28.85
"Aug 04, 2015",28.66
"Aug 03, 2015",29.61
"Jul 31, 2015",30.32
"Jul 30, 2015",30.59
"Jul 29, 2015",30.75
"Jul 28, 2015",30.84
"Jul 27, 2015",30.69
"Jul 24, 2015",31.12
"Jul 23, 2015",31.29
"Jul 22, 2015",31.30
"Jul 21, 2015",32.69
"Jul 20, 2015",33.02
"Jul 17, 2015",32.41
"Jul 16, 2015",32.13
"Jul 15, 2015",31.70
"Jul 14, 2015",31.40
"Jul 13, 2015",31.41
"Jul 10, 2015",30.82
"Jul 09, 2015",30.02
"Jul 08, 2015",30.64
"Jul 07, 2015",31.42
"Jul 06, 2015",31.50
"Jul 02, 2015",31.61
"Jul 01, 2015",31.65
"Jun 30, 2015",31.36
"Jun 29, 2015",31.13
"Jun 26, 2015",31.69
"Jun 25, 2015",31.88
"Jun 24, 2015",32.03
"Jun 23, 2015",31.76
"Jun 22, 2015",31.90
"Jun 19, 2015",31.65
"Jun 18, 2015",31.97
"Jun 17, 2015",31.82
"Jun 16, 2015",31.90
"Jun 15, 2015",31.73
"Jun 12, 2015",31.79
"Jun 11, 2015",32.15
"Jun 10, 2015",32.22
"Jun 09, 2015",31.86
"Jun 08, 2015",31.95
"Jun 05, 2015",32.16
"Jun 04, 2015",32.34
"Jun 03, 2015",32.53
"Jun 02, 2015",32.49
"Jun 01, 2015",32.63
"May 29, 2015",32.57
"May 28, 2015",32.95
"May 27, 2015",33.01
"May 26, 2015",32.41
"May 22, 2015",33.13
"May 21, 2015",32.85
"May 20, 2015",32.52
"May 19, 2015",32.52
"May 18, 2015",32.55
"May 15, 2015",32.19
"May 14, 2015",32.24
"May 13, 2015",31.50
"May 12, 2015",31.47
"May 11, 2015",31.58
"May 08, 2015",31.91
"May 07, 2015",31.32
"May 06, 2015",31.25
"May 05, 2015",31.45
"May 04, 2015",32.17
"May 01, 2015",32.24
"Apr 30, 2015",31.29
"Apr 29, 2015",32.16
"Apr 28, 2015",32.64
"Apr 27, 2015",33.16
"Apr 24, 2015",32.57
"Apr 23, 2015",32.42
"Apr 22, 2015",32.16
"Apr 21, 2015",31.73
"Apr 20, 2015",31.90
"Apr 17, 2015",31.19
"Apr 16, 2015",31.54
"Apr 15, 2015",31.70
"Apr 14, 2015",31.57
"Apr 13, 2015",31.71
"Apr 10, 2015",31.77
"Apr 09, 2015",31.64
"Apr 08, 2015",31.40
"Apr 07, 2015",31.50
"Apr 06, 2015",31.84
"Apr 02, 2015",31.33
"Apr 01, 2015",31.06
"Mar 31, 2015",31.11
"Mar 30, 2015",31.59
"Mar 27, 2015",30.81
"Mar 26, 2015",31.06
"Mar 25, 2015",30.84
"Mar 24, 2015",31.67
"Mar 23, 2015",31.80
"Mar 20, 2015",31.48
"Mar 19, 2015",31.87
"Mar 18, 2015",32.12
"Mar 17, 2015",31.76
"Mar 16, 2015",31.24
"Mar 13, 2015",30.90
"Mar 12, 2015",31.11
"Mar 11, 2015",30.56
"Mar 10, 2015",31.13
"Mar 09, 2015",31.79
"Mar 06, 2015",31.65
"Mar 05, 2015",31.60
"Mar 04, 2015",32.13
"Mar 03, 2015",32.34
"Mar 02, 2015",32.27
"Feb 27, 2015",32.12
"Feb 26, 2015",32.60
"Feb 25, 2015",32.20
"Feb 24, 2015",33.04
"Feb 23, 2015",33.25
"Feb 20, 2015",32.37
"Feb 19, 2015",32.11
"Feb 18, 2015",32.18
"Feb 17, 2015",31.96
"Feb 13, 2015",31.77
"Feb 12, 2015",31.61
"Feb 11, 2015",31.22
"Feb 10, 2015",30.50
"Feb 09, 2015",29.93
"Feb 06, 2015",29.73
"Feb 05, 2015",29.98
"Feb 04, 2015",29.89
"Feb 03, 2015",29.66
"Feb 02, 2015",29.66
"Jan 30, 2015",29.29
"Jan 29, 2015",29.73
"Jan 28, 2015",28.83
"Jan 27, 2015",27.29
"Jan 26, 2015",28.27
"Jan 23, 2015",28.25
"Jan 22, 2015",28.10
"Jan 21, 2015",27.39
"Jan 20, 2015",27.18
"Jan 16, 2015",26.50
"Jan 15, 2015",26.70
"Jan 14, 2015",27.45
"Jan 13, 2015",27.55
"Jan 12, 2015",27.31
"Jan 09, 2015",28.00
"Jan 08, 2015",27.97
"Jan 07, 2015",26.94
"Jan 06, 2015",26.57
"Jan 05, 2015",26.56
"Jan 02, 2015",27.33
"Dec 31, 2014",27.59
"Dec 30, 2014",28.13
"Dec 29, 2014",28.48
"Dec 26, 2014",28.50
"Dec 24, 2014",28.00
"Dec 23, 2014",28.14
"Dec 22, 2014",28.23
"Dec 19, 2014",27.95
"Dec 18, 2014",28.16
"Dec 17, 2014",27.35
"Dec 16, 2014",26.69
"Dec 15, 2014",27.06
"Dec 12, 2014",27.43
"Dec 11, 2014",27.91
"Dec 10, 2014",27.99
"Dec 09, 2014",28.53
"Dec 08, 2014",28.10
"Dec 05, 2014",28.75
"Dec 04, 2014",28.87
"Dec 03, 2014",28.98
"Dec 02, 2014",28.66
"Dec 01, 2014",28.77
"Nov 28, 2014",29.73
"Nov 26, 2014",29.75
"Nov 25, 2014",29.40
"Nov 24, 2014",29.66
"Nov 21, 2014",29.12
"Nov 20, 2014",29.08
"Nov 19, 2014",28.67
"Nov 18, 2014",28.87
"Nov 17, 2014",28.50
"Nov 14, 2014",28.55
"Nov 13, 2014",28.20
"Nov 12, 2014",27.81
"Nov 11, 2014",27.43
"Nov 10, 2014",27.21
"Nov 07, 2014",27.25
"Nov 06, 2014",27.18
"Nov 05, 2014",27.21
"Nov 04, 2014",27.15
"Nov 03, 2014",27.35
"Oct 31, 2014",27.00
"Oct 30, 2014",26.75
"Oct 29, 2014",26.84
"Oct 28, 2014",26.68
"Oct 27, 2014",26.28
"Oct 24, 2014",26.30
"Oct 23, 2014",26.21
"Oct 22, 2014",25.75
"Oct 21, 2014",25.62
"Oct 20, 2014",24.94
"Oct 17, 2014",24.42
"Oct 16, 2014",24.07
"Oct 15, 2014",24.39
"Oct 14, 2014",24.69
"Oct 13, 2014",24.95
"Oct 10, 2014",25.18
"Oct 09, 2014",25.25
"Oct 08, 2014",25.20
"Oct 07, 2014",24.69
"Oct 06, 2014",24.91
