Date,Price
"Oct 03, 2014",24.91
"Oct 02, 2014",24.98
"Oct 01, 2014",24.80
"Sep 30, 2014",25.19
"Sep 29, 2014",25.03
"Sep 26, 2014",25.19
"Sep 25, 2014",24.47
"Sep 24, 2014",25.44
"Sep 23, 2014",25.66
"Sep 22, 2014",25.27
"Sep 19, 2014",25.24
"Sep 18, 2014",25.45
"Sep 17, 2014",25.39
"Sep 16, 2014",25.21
"Sep 15, 2014",25.41
"Sep 12, 2014",25.41
"Sep 11, 2014",25.36
"Sep 10, 2014",25.25
"Sep 09, 2014",24.50
"Sep 08, 2014",24.59
"Sep 05, 2014",24.74
"Sep 04, 2014",24.53
"Sep 03, 2014",24.73
"Sep 02, 2014",25.82
"Aug 29, 2014",25.62
"Aug 28, 2014",25.56
"Aug 27, 2014",25.53
"Aug 26, 2014",25.22
"Aug 25, 2014",25.39
"Aug 22, 2014",25.33
"Aug 21, 2014",25.14
"Aug 20, 2014",25.14
"Aug 19, 2014",25.13
"Aug 18, 2014",24.79
"Aug 15, 2014",24.50
"Aug 14, 2014",24.38
"Aug 13, 2014",24.31
"Aug 12, 2014",23.99
"Aug 11, 2014",24.00
"Aug 08, 2014",23.68
"Aug 07, 2014",23.62
"Aug 06, 2014",23.74
"Aug 05, 2014",23.78
"Aug 04, 2014",23.90
"Aug 01, 2014",24.03
"Jul 31, 2014",23.90
"Jul 30, 2014",24.54
"Jul 29, 2014",24.59
"Jul 28, 2014",24.75
"Jul 25, 2014",24.42
"Jul 24, 2014",24.26
"Jul 23, 2014",24.30
"Jul 22, 2014",23.68
"Jul 21, 2014",23.48
"Jul 18, 2014",23.61
"Jul 17, 2014",23.27
"Jul 16, 2014",23.70
"Jul 15, 2014",23.83
"Jul 14, 2014",24.11
"Jul 11, 2014",23.80
"Jul 10, 2014",23.76
"Jul 09, 2014",23.85
"Jul 08, 2014",23.84
"Jul 07, 2014",23.99
"Jul 03, 2014",23.51
"Jul 02, 2014",23.37
"Jul 01, 2014",23.38
"Jun 30, 2014",23.23
"Jun 27, 2014",23.00
"Jun 26, 2014",22.73
"Jun 25, 2014",22.59
"Jun 24, 2014",22.57
"Jun 23, 2014",22.71
"Jun 20, 2014",22.73
"Jun 19, 2014",22.96
"Jun 18, 2014",23.05
"Jun 17, 2014",23.02
"Jun 16, 2014",23.05
"Jun 13, 2014",22.82
"Jun 12, 2014",23.07
"Jun 11, 2014",23.46
"Jun 10, 2014",23.56
"Jun 09, 2014",23.43
"Jun 06, 2014",23.06
"Jun 05, 2014",23.12
"Jun 04, 2014",23.03
"Jun 03, 2014",22.77
"Jun 02, 2014",22.45
"May 30, 2014",22.61
"May 29, 2014",22.69
"May 28, 2014",22.29
"May 27, 2014",22.34
"May 23, 2014",21.93
"May 22, 2014",21.69
"May 21, 2014",21.65
"May 20, 2014",21.60
"May 19, 2014",21.59
"May 16, 2014",21.34
"May 15, 2014",21.03
"May 14, 2014",21.21
"May 13, 2014",21.21
"May 12, 2014",21.17
"May 09, 2014",20.91
"May 08, 2014",21.00
"May 07, 2014",21.15
"May 06, 2014",21.23
"May 05, 2014",21.46
"May 02, 2014",21.16
"May 01, 2014",21.12
"Apr 30, 2014",21.07
"Apr 29, 2014",21.15
"Apr 28, 2014",21.22
"Apr 25, 2014",20.43
"Apr 24, 2014",20.28
"Apr 23, 2014",18.74
"Apr 22, 2014",18.99
"Apr 21, 2014",18.97
"Apr 17, 2014",18.75
"Apr 16, 2014",18.54
"Apr 15, 2014",18.50
"Apr 14, 2014",18.63
"Apr 11, 2014",18.56
"Apr 10, 2014",18.70
"Apr 09, 2014",18.94
"Apr 08, 2014",18.69
"Apr 07, 2014",18.70
"Apr 04, 2014",18.99
"Apr 03, 2014",19.24
"Apr 02, 2014",19.38
"Apr 01, 2014",19.34
"Mar 31, 2014",19.17
"Mar 28, 2014",19.17
"Mar 27, 2014",19.19
"Mar 26, 2014",19.28
"Mar 25, 2014",19.46
"Mar 24, 2014",19.26
"Mar 21, 2014",19.03
"Mar 20, 2014",18.88
"Mar 19, 2014",18.97
"Mar 18, 2014",18.98
"Mar 17, 2014",18.81
"Mar 14, 2014",18.74
"Mar 13, 2014",18.95
"Mar 12, 2014",19.16
"Mar 11, 2014",19.15
"Mar 10, 2014",18.96
"Mar 07, 2014",18.94
"Mar 06, 2014",18.96
"Mar 05, 2014",19.01
"Mar 04, 2014",18.97
"Mar 03, 2014",18.85
"Feb 28, 2014",18.79
"Feb 27, 2014",18.85
"Feb 26, 2014",18.48
"Feb 25, 2014",18.64
"Feb 24, 2014",18.84
"Feb 21, 2014",18.76
"Feb 20, 2014",18.97
"Feb 19, 2014",19.19
"Feb 18, 2014",19.50
"Feb 14, 2014",19.43
"Feb 13, 2014",19.44
"Feb 12, 2014",19.14
"Feb 11, 2014",19.14
"Feb 10, 2014",18.89
"Feb 07, 2014",18.56
"Feb 06, 2014",18.30
"Feb 05, 2014",18.31
"Feb 04, 2014",18.17
"Feb 03, 2014",17.91
"Jan 31, 2014",17.88
"Jan 30, 2014",17.85
"Jan 29, 2014",17.88
"Jan 28, 2014",18.09
"Jan 27, 2014",19.66
"Jan 24, 2014",19.50
"Jan 23, 2014",19.86
"Jan 22, 2014",19.70
"Jan 21, 2014",19.61
"Jan 17, 2014",19.31
"Jan 16, 2014",19.79
"Jan 15, 2014",19.91
"Jan 14, 2014",19.51
"Jan 13, 2014",19.13
"Jan 10, 2014",19.03
"Jan 09, 2014",19.16
"Jan 08, 2014",19.41
"Jan 07, 2014",19.29
"Jan 06, 2014",19.43
"Jan 03, 2014",19.32
"Jan 02, 2014",19.75
"Dec 31, 2013",20.04
"Dec 30, 2013",19.80
"Dec 27, 2013",20.00
"Dec 26, 2013",20.14
"Dec 24, 2013",20.27
"Dec 23, 2013",20.36
"Dec 20, 2013",19.61
"Dec 19, 2013",19.44
"Dec 18, 2013",19.67
"Dec 17, 2013",19.82
"Dec 16, 2013",19.91
"Dec 13, 2013",19.80
"Dec 12, 2013",20.02
"Dec 11, 2013",20.05
"Dec 10, 2013",20.20
"Dec 09, 2013",20.23
"Dec 06, 2013",20.00
"Dec 05, 2013",20.28
"Dec 04, 2013",20.18
"Dec 03, 2013",20.23
"Dec 02, 2013",19.69
"Nov 29, 2013",19.86
"Nov 27, 2013",19.50
"Nov 26, 2013",19.05
"Nov 25, 2013",18.70
"Nov 22, 2013",18.56
"Nov 21, 2013",18.61
"Nov 20, 2013",18.39
"Nov 19, 2013",18.56
"Nov 18, 2013",18.52
"Nov 15, 2013",18.75
"Nov 14, 2013",18.86
"Nov 13, 2013",18.59
"Nov 12, 2013",18.57
"Nov 11, 2013",18.54
"Nov 08, 2013",18.59
"Nov 07, 2013",18.30
"Nov 06, 2013",18.60
"Nov 05, 2013",18.77
"Nov 04, 2013",18.81
"Nov 01, 2013",18.57
"Oct 31, 2013",18.67
"Oct 30, 2013",18.75
"Oct 29, 2013",18.45
"Oct 28, 2013",18.92
"Oct 25, 2013",18.78
"Oct 24, 2013",19.00
"Oct 23, 2013",18.75
"Oct 22, 2013",18.57
"Oct 21, 2013",18.62
"Oct 18, 2013",18.17
"Oct 17, 2013",18.02
"Oct 16, 2013",17.90
"Oct 15, 2013",17.81
"Oct 14, 2013",17.72
"Oct 11, 2013",17.60
"Oct 10, 2013",17.49
"Oct 09, 2013",17.38
"Oct 08, 2013",17.18
"Oct 07, 2013",17.42
"Oct 04, 2013",17.25
"Oct 03, 2013",17.26
"Oct 02, 2013",17.48
"Oct 01, 2013",17.43
"Sep 30, 2013",17.03
"Sep 27, 2013",17.24
"Sep 26, 2013",17.36
"Sep 25, 2013",17.20
"Sep 24, 2013",17.47
"Sep 23, 2013",17.52
"Sep 20, 2013",16.69
"Sep 19, 2013",16.87
"Sep 18, 2013",16.60
"Sep 17, 2013",16.26
"Sep 16, 2013",16.08
"Sep 13, 2013",16.60
"Sep 12, 2013",16.88
"Sep 11, 2013",16.70
"Sep 10, 2013",17.67
"Sep 09, 2013",18.08
"Sep 06, 2013",17.79
"Sep 05, 2013",17.69
"Sep 04, 2013",17.81
"Sep 03, 2013",17.45
"Aug 30, 2013",17.40
"Aug 29, 2013",17.56
"Aug 28, 2013",17.53
"Aug 27, 2013",17.45
"Aug 26, 2013",17.96
"Aug 23, 2013",17.89
"Aug 22, 2013",17.96
"Aug 21, 2013",17.94
"Aug 20, 2013",17.90
"Aug 19, 2013",18.13
"Aug 16, 2013",17.94
"Aug 15, 2013",17.78
"Aug 14, 2013",17.80
"Aug 13, 2013",17.48
"Aug 12, 2013",16.69
"Aug 09, 2013",16.23
"Aug 08, 2013",16.46
"Aug 07, 2013",16.61
"Aug 06, 2013",16.62
"Aug 05, 2013",16.77
"Aug 02, 2013",16.52
"Aug 01, 2013",16.31
"Jul 31, 2013",16.16
"Jul 30, 2013",16.19
"Jul 29, 2013",15.99
"Jul 26, 2013",15.75
"Jul 25, 2013",15.66
"Jul 24, 2013",15.73
"Jul 23, 2013",14.96
"Jul 22, 2013",15.23
"Jul 19, 2013",15.18
"Jul 18, 2013",15.42
"Jul 17, 2013",15.37
"Jul 16, 2013",15.36
"Jul 15, 2013",15.27
"Jul 12, 2013",15.23
"Jul 11, 2013",15.26
"Jul 10, 2013",15.03
"Jul 09, 2013",15.08
"Jul 08, 2013",14.82
"Jul 05, 2013",14.91
"Jul 03, 2013",15.03
"Jul 02, 2013",14.95
"Jul 01, 2013",14.61
"Jun 28, 2013",14.16
"Jun 27, 2013",14.06
"Jun 26, 2013",14.22
"Jun 25, 2013",14.38
"Jun 24, 2013",14.38
"Jun 21, 2013",14.77
"Jun 20, 2013",14.89
"Jun 19, 2013",15.11
"Jun 18, 2013",15.42
"Jun 17, 2013",15.43
"Jun 14, 2013",15.36
"Jun 13, 2013",15.57
"Jun 12, 2013",15.44
"Jun 11, 2013",15.63
"Jun 10, 2013",15.67
"Jun 07, 2013",15.78
"Jun 06, 2013",15.66
"Jun 05, 2013",15.90
"Jun 04, 2013",16.05
"Jun 03, 2013",16.10
"May 31, 2013",16.06
"May 30, 2013",16.13
"May 29, 2013",15.89
"May 28, 2013",15.77
"May 24, 2013",15.90
"May 23, 2013",15.79
"May 22, 2013",15.76
"May 21, 2013",15.70
"May 20, 2013",15.82
"May 17, 2013",15.47
"May 16, 2013",15.52
"May 15, 2013",15.32
"May 14, 2013",15.85
"May 13, 2013",16.24
"May 10, 2013",16.18
"May 09, 2013",16.31
"May 08, 2013",16.57
"May 07, 2013",16.38
"May 06, 2013",16.45
"May 03, 2013",16.07
"May 02, 2013",15.91
"May 01, 2013",15.69
"Apr 30, 2013",15.81
"Apr 29, 2013",15.36
"Apr 26, 2013",14.90
"Apr 25, 2013",14.58
"Apr 24, 2013",14.48
"Apr 23, 2013",14.50
"Apr 22, 2013",14.24
"Apr 19, 2013",13.95
"Apr 18, 2013",14.00
"Apr 17, 2013",14.39
"Apr 16, 2013",15.22
"Apr 15, 2013",14.99
"Apr 12, 2013",15.35
"Apr 11, 2013",15.51
"Apr 10, 2013",15.56
"Apr 09, 2013",15.25
"Apr 08, 2013",15.22
"Apr 05, 2013",15.11
"Apr 04, 2013",15.28
"Apr 03, 2013",15.43
"Apr 02, 2013",15.35
"Apr 01, 2013",15.32
"Mar 28, 2013",15.81
"Mar 27, 2013",16.15
"Mar 26, 2013",16.47
"Mar 25, 2013",16.56
"Mar 22, 2013",16.50
"Mar 21, 2013",16.17
"Mar 20, 2013",16.15
"Mar 19, 2013",16.23
"Mar 18, 2013",16.28
"Mar 15, 2013",15.84
"Mar 14, 2013",15.45
"Mar 13, 2013",15.30
"Mar 12, 2013",15.30
"Mar 11, 2013",15.64
"Mar 08, 2013",15.42
"Mar 07, 2013",15.38
"Mar 06, 2013",15.20
"Mar 05, 2013",15.40
"Mar 04, 2013",15.00
"Mar 01, 2013",15.37
"Feb 28, 2013",15.76
"Feb 27, 2013",15.88
"Feb 26, 2013",16.03
"Feb 25, 2013",15.81
"Feb 22, 2013",16.10
"Feb 21, 2013",15.93
"Feb 20, 2013",16.03
"Feb 19, 2013",16.43
"Feb 15, 2013",16.43
"Feb 14, 2013",16.66
"Feb 13, 2013",16.68
"Feb 12, 2013",16.71
"Feb 11, 2013",17.14
"Feb 08, 2013",16.96
"Feb 07, 2013",16.72
"Feb 06, 2013",16.33
"Feb 05, 2013",16.35
"Feb 04, 2013",15.80
"Feb 01, 2013",16.20
"Jan 31, 2013",16.27
"Jan 30, 2013",16.32
"Jan 29, 2013",16.37
"Jan 28, 2013",16.07
"Jan 25, 2013",15.71
"Jan 24, 2013",16.09
"Jan 23, 2013",18.36
"Jan 22, 2013",18.03
"Jan 18, 2013",17.86
"Jan 17, 2013",17.95
"Jan 16, 2013",18.07
"Jan 15, 2013",17.35
"Jan 14, 2013",17.92
"Jan 11, 2013",18.58
"Jan 10, 2013",18.70
"Jan 09, 2013",18.47
"Jan 08, 2013",18.76
"Jan 07, 2013",18.71
"Jan 04, 2013",18.82
"Jan 03, 2013",19.36
"Jan 02, 2013",19.61
"Dec 31, 2012",19.01
"Dec 28, 2012",18.20
"Dec 27, 2012",18.39
"Dec 26, 2012",18.32
"Dec 24, 2012",18.58
"Dec 21, 2012",18.55
"Dec 20, 2012",18.63
"Dec 19, 2012",18.80
"Dec 18, 2012",19.07
"Dec 17, 2012",18.53
"Dec 14, 2012",18.21
"Dec 13, 2012",18.92
"Dec 12, 2012",19.25
"Dec 11, 2012",19.34
"Dec 10, 2012",18.92
"Dec 07, 2012",19.04
"Dec 06, 2012",19.54
"Dec 05, 2012",19.24
"Dec 04, 2012",20.57
"Dec 03, 2012",20.94
"Nov 30, 2012",20.90
"Nov 29, 2012",21.05
"Nov 28, 2012",20.82
"Nov 27, 2012",20.88
"Nov 26, 2012",21.05
"Nov 23, 2012",20.41
"Nov 21, 2012",20.06
"Nov 20, 2012",20.03
"Nov 19, 2012",20.20
"Nov 16, 2012",18.85
"Nov 15, 2012",18.77
"Nov 14, 2012",19.17
"Nov 13, 2012",19.39
"Nov 12, 2012",19.39
"Nov 09, 2012",19.54
"Nov 08, 2012",19.21
"Nov 07, 2012",19.93
"Nov 06, 2012",20.82
"Nov 05, 2012",20.88
"Nov 02, 2012",20.60
"Nov 01, 2012",21.30
"Oct 31, 2012",21.26
"Oct 26, 2012",21.57
"Oct 25, 2012",21.77
"Oct 24, 2012",22.03
"Oct 23, 2012",21.91
"Oct 22, 2012",22.64
"Oct 19, 2012",21.78
"Oct 18, 2012",22.59
"Oct 17, 2012",23.02
"Oct 16, 2012",23.21
"Oct 15, 2012",22.67
"Oct 12, 2012",22.49
"Oct 11, 2012",22.43
"Oct 10, 2012",22.89
"Oct 09, 2012",22.71
"Oct 08, 2012",22.79
"Oct 05, 2012",23.31
"Oct 04, 2012",23.81
"Oct 03, 2012",23.98
"Oct 02, 2012",23.62
"Oct 01, 2012",23.55
"Sep 28, 2012",23.83
"Sep 27, 2012",24.33
"Sep 26, 2012",23.76
"Sep 25, 2012",24.05
"Sep 24, 2012",24.67
"Sep 21, 2012",25.00
"Sep 20, 2012",24.95
"Sep 19, 2012",25.07
"Sep 18, 2012",25.07
"Sep 17, 2012",24.99
"Sep 14, 2012",24.69
"Sep 13, 2012",24.39
"Sep 12, 2012",23.92
"Sep 11, 2012",23.59
"Sep 10, 2012",23.67
"Sep 07, 2012",24.30
"Sep 06, 2012",24.15
"Sep 05, 2012",23.94
"Sep 04, 2012",24.11
"Aug 31, 2012",23.76
"Aug 30, 2012",23.71
"Aug 29, 2012",24.05
"Aug 28, 2012",24.10
"Aug 27, 2012",24.13
"Aug 24, 2012",23.69
"Aug 23, 2012",23.67
"Aug 22, 2012",23.89
"Aug 21, 2012",23.43
"Aug 20, 2012",23.76
"Aug 17, 2012",23.15
"Aug 16, 2012",22.73
"Aug 15, 2012",22.53
"Aug 14, 2012",22.56
"Aug 13, 2012",22.50
"Aug 10, 2012",22.20
"Aug 09, 2012",22.17
"Aug 08, 2012",22.14
"Aug 07, 2012",22.18
"Aug 06, 2012",22.23
"Aug 03, 2012",21.99
"Aug 02, 2012",21.71
"Aug 01, 2012",21.67
"Jul 31, 2012",21.81
"Jul 30, 2012",21.25
"Jul 27, 2012",20.90
"Jul 26, 2012",20.53
"Jul 25, 2012",20.53
"Jul 24, 2012",21.46
"Jul 23, 2012",21.57
"Jul 20, 2012",21.58
"Jul 19, 2012",21.94
"Jul 18, 2012",21.65
"Jul 17, 2012",21.68
"Jul 16, 2012",21.68
"Jul 13, 2012",21.61
"Jul 12, 2012",21.39
"Jul 11, 2012",21.59
"Jul 10, 2012",21.72
"Jul 09, 2012",21.92
"Jul 06, 2012",21.64
"Jul 05, 2012",21.78
"Jul 03, 2012",21.41
"Jul 02, 2012",21.16
"Jun 29, 2012",20.86
"Jun 28, 2012",20.32
"Jun 27, 2012",20.52
"Jun 26, 2012",20.43
"Jun 25, 2012",20.38
"Jun 22, 2012",20.79
"Jun 21, 2012",20.63
"Jun 20, 2012",20.92
"Jun 19, 2012",20.98
"Jun 18, 2012",20.92
"Jun 15, 2012",20.50
"Jun 14, 2012",20.41
"Jun 13, 2012",20.43
"Jun 12, 2012",20.58
"Jun 11, 2012",20.40
"Jun 08, 2012",20.73
"Jun 07, 2012",20.42
"Jun 06, 2012",20.41
"Jun 05, 2012",20.10
"Jun 04, 2012",20.15
"Jun 01, 2012",20.04
"May 31, 2012",20.63
"May 30, 2012",20.68
"May 29, 2012",20.44
"May 25, 2012",20.08
"May 24, 2012",20.19
"May 23, 2012",20.38
"May 22, 2012",19.89
"May 21, 2012",20.05
"May 18, 2012",18.94
"May 17, 2012",18.93
"May 16, 2012",19.50
"May 15, 2012",19.76
"May 14, 2012",19.94
"May 11, 2012",20.24
"May 10, 2012",20.38
"May 09, 2012",20.33
"May 08, 2012",20.29
"May 07, 2012",20.34
"May 04, 2012",20.19
"May 03, 2012",20.78
"May 02, 2012",20.93
"May 01, 2012",20.79
"Apr 30, 2012",20.86
"Apr 27, 2012",21.54
"Apr 26, 2012",21.70
"Apr 25, 2012",21.79
"Apr 24, 2012",20.01
"Apr 23, 2012",20.42
"Apr 20, 2012",20.46
"Apr 19, 2012",20.98
"Apr 18, 2012",21.73
"Apr 17, 2012",21.77
"Apr 16, 2012",20.72
"Apr 13, 2012",21.62
"Apr 12, 2012",22.24
"Apr 11, 2012",22.36
"Apr 10, 2012",22.44
"Apr 09, 2012",22.72
"Apr 05, 2012",22.63
"Apr 04, 2012",22.30
"Apr 03, 2012",22.48
"Apr 02, 2012",22.09
"Mar 30, 2012",21.41
"Mar 29, 2012",21.78
"Mar 28, 2012",22.06
"Mar 27, 2012",21.95
"Mar 26, 2012",21.68
"Mar 23, 2012",21.29
"Mar 22, 2012",21.40
"Mar 21, 2012",21.52
"Mar 20, 2012",21.64
"Mar 19, 2012",21.47
"Mar 16, 2012",20.91
"Mar 15, 2012",20.91
"Mar 14, 2012",21.06
"Mar 13, 2012",20.29
"Mar 12, 2012",19.71
"Mar 09, 2012",19.47
"Mar 08, 2012",19.36
"Mar 07, 2012",18.95
"Mar 06, 2012",18.94
"Mar 05, 2012",19.04
"Mar 02, 2012",19.47
"Mar 01, 2012",19.45
"Feb 29, 2012",19.37
"Feb 28, 2012",19.12
"Feb 27, 2012",18.78
